ID,英文名,中文名,类型,尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),冷却(s),冷却(各级),伤害,伤害(各级),治疗,治疗(各级),护盾,护盾(各级),弹药,弹药(各级),暴击,暴击(各级),多重,多重(各级),灼烧,灼烧(各级),剧毒,剧毒(各级),再生,再生(各级),吸血,吸血(各级),购买价格,购买价格(各级),出售价格,出售价格(各级),技能(主动+被动),任务(目标|奖励),Golden(黄金),Heavy(沉重),Icy(寒冰),Turbo(疾速),Shielded(护盾),Restorative(回复),Toxic(毒素),Fiery(炽焰),Shiny(闪亮),Deadly(致命),Radiant(辉耀),Obsidian(黑曜石)
028d89ac-b4c4-4d3c-ba31-71b57aa33bed,Potion Distillery,药水蒸馏厂,Item / 物品,Large / 大型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Tool / 工具 | Property / 地产,AmmoRef / 弹药引用 | PotionRef / 药水引用 | Cooldown / 冷却,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,"[被动] 己方药水+1/2/3弹药
[被动] 己方药水的冷却时间缩短10/15/20%
[被动] 当你拜访商人时，将左侧相邻的小型物品转化为一件药水",null,……并为该物品赋予黄金附魔（如适用）,……并为该物品赋予沉重附魔（如适用）,……并为该物品赋予寒冰附魔（如适用）,……并为该物品赋予疾速附魔（如适用）,……并为该物品赋予护盾附魔（如适用）,……并为该物品赋予回复附魔（如适用）,……并为该物品赋予剧毒附魔（如适用）,……并为该物品赋予炽焰附魔（如适用）,……并为该物品赋予闪亮附魔（如适用）,……并为该物品赋予致命附魔（如适用）,……并为该物品赋予辉耀附魔（如适用）,……并为该物品赋予黑曜石附魔（如适用）
02d7a406-a6eb-4b46-8975-1f69b0fde428,Security Blanket,安心毯,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Karnok,Apparel / 服饰,Heal / 治疗 | Shield / 护盾 | Rage | SlowRef / 减速引用 | FreezeRef / 冻结引用,7.0,7/6/5/4,0,,25,25,25,25,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 治疗25生命值
[主动] 获得25护盾
[被动] 此物品被减速、冻结或摧毁时，获得怒火",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,此物品的护盾翻倍,此物品的治疗翻倍,造成剧毒，等量于此物品治疗量的10%,造成灼烧，等量于此物品治疗量的10%,此物品+1多重释放,此物品+50%暴击率,相邻物品受冻结和减速影响的时间减半,造成伤害，等量于此物品治疗量
02f42044-50df-4c3a-abbd-942903953b79,VIP Pass,VIP 通行证,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,,Haste / 加速 | Value / 价值 | EconomyRef / 经济引用,5.0,5,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 加速相邻地产2秒
[被动] 使用相邻地产时，该地产价值提升4/6/8",null,此物品的价值获取值翻倍,减速一件物品2秒,冻结一件物品0.5秒,此物品的加速持续时间翻倍,获得80护盾,治疗80生命值,造成8剧毒,造成8灼烧,此物品+1多重释放,相邻地产+15%暴击率,此物品免疫冻结、减速和摧毁,造成80伤害
02fa39ce-6cc0-4ad2-bd35-5c70a47354d6,Suppressor,消音器,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 瓦内莎,Tech / 科技,DamageRef / 伤害引用 | Cooldown / 冷却,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,"[被动] 左侧相邻的物品+25/50/75
[被动] 如果己方场上只有一件武器，其冷却时间缩短5/10/15%",null,此物品的价值翻倍,当你使用左侧相邻的武器时，减速一件物品1秒,当你使用左侧相邻的武器时，冻结一件物品0.5秒,当你使用左侧相邻的武器时，加速该武器1秒,当你使用左侧相邻的武器时，获得10护盾,当你使用左侧相邻的武器时，获得10治疗,当你使用左侧相邻的武器时，造成1剧毒,当你使用左侧相邻的武器时，造成1灼烧,此物品的额外伤害翻倍，冷却缩短效果翻倍,左侧相邻的武器+30%暴击率,左侧相邻的武器所受冻结和减速持续时间减半,此物品的伤害加成翻倍
035fb538-1939-49de-8219-b6557962f054,Hunter's Sled,猎人雪橇,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Karnok,Vehicle / 载具,Haste / 加速,9.0,9/8/7,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 加速一件物品1秒
[被动] 此物品每拥有一种类型，就+1多重释放
[被动] 此物品拥有己方物品的类型",null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,此物品的加速持续时间翻倍,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重释放,己方物品+25%暴击率,此物品免疫冻结、减速和摧毁,造成20伤害
03836263-2d57-4618-9e0e-550d9cffdf7d,Unused Card,,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Friend / 伙伴,Damage / 伤害,7.0,7,10,10,0,,0,,0,,0,,2,2,0,,0,,0,,0,,0,0,0,0,"[主动] 造成10伤害
[主动] 己方物品+5/10/15/20",null,此物品的价值翻倍,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
03842226-6605-466f-9ea3-a8a2dbea67e1,Atlas,,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛尔,,Haste / 加速,9.0,9,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 加速左侧相邻物品2/3/4秒
[被动] If this item to the left is Diamond, this has +1 Multicast",null,,,,,,,,,,,,
03b1fd16-6b0d-4847-a76f-6c586f7c5958,Kukri,廓尔喀刀,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,Damage / 伤害 | Heal / 治疗,4.0,4,10,10/20/40/80,10,10/20/40/80,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成10/20/40/80伤害
[主动] 治疗10/20/40/80生命值",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,获得护盾，等量于此物品伤害量,此物品的治疗翻倍,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
03e4c71d-5317-4c35-a0fb-5348356edc03,Powder Horn,火药角,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Tool / 工具,AmmoRef / 弹药引用,4.0,4,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,[主动] 装填此物品右侧相邻的物品1/2/3/4弹药。,null,此物品的价值翻倍,使用右侧的弹药物品时，减速一件物品2秒,使用右侧的弹药物品时，冻结一件物品0.5秒,使用右侧的弹药物品时，加速一件物品2秒,使用此物品右侧相邻的弹药物品时，获得10护盾。,使用此物品右侧相邻的弹药物品时，获得10治疗。,使用此物品右侧相邻的弹药物品时，造成1剧毒。,使用此物品右侧相邻的弹药物品时，造成1灼烧。,右侧的弹药物品+1多重释放,此物品右侧相邻的弹药物品+25%暴击率。,此物品免疫冻结、减速和摧毁,使用此物品右侧相邻的弹药物品时，造成10伤害。
03f90f0b-088f-453d-bbf7-ebb5e777afe2,Abducted Cow,被绑架的牛,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Friend / 伙伴,Flying / 飞行 | FlyingRef / 飞行引用 | Charge / 充能,3.0,3,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 此物品开始飞行
[主动] 如果此物品正在飞行，另一件物品开始飞行
[被动] 当此物品被摧毁时，充能己方物品3/4/5秒并将此物品转化为2件肉干",null,此物品的价值翻倍,此物品被摧毁时，减速所有物品2秒,此物品被摧毁时，冻结所有物品1秒,此物品被摧毁时，加速所有物品2秒,此物品被摧毁时，获得200护盾,此物品被摧毁时，治疗200,此物品被摧毁时，造成20剧毒,此物品被摧毁时，造成20灼烧,此物品的充能量翻倍,此物品被摧毁时，己方物品+50%暴击率,此物品免疫冻结和减速,造成200伤害
0485c154-ad8a-4a64-bc70-5a6a833d4af9,Poison Blades,,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Poison / 剧毒 | Damage / 伤害,5.0,5,4,4,0,,0,,0,,0,,1,1,0,,2,2,0,,0,,0,0,0,0,"[主动] None
[主动] None",null,,,,,,,,,,,,
04a994d3-9aeb-4dde-8243-e954b55ada63,Trapping Pit,陷坑,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Karnok,Property / 地产 | Weapon / 武器 | Trap,Damage / 伤害 | Ammo / 弹药,0.0,,400,400/800,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,[被动] 每场战斗中敌人首次使用与此物品同级或更低级的物品时，摧毁该物品并造成400/800伤害,null,此物品的价值翻倍,每场战斗中敌人首次使用与此物品同级或更低级的物品时，减速其物品2秒,每场战斗中敌人首次使用与此物品同级或更低级的物品时，冻结其物品1秒,每场战斗中敌人首次使用与此物品同级或更低级的物品时，加速己方物品2秒,每场战斗中敌人首次使用与此物品同级或更低级的物品时，获得护盾，等量于此物品伤害,每场战斗中敌人首次使用与此物品同级或更低级的物品时，获得治疗，等量于此物品伤害,每场战斗中敌人首次使用与此物品同级或更低级的物品时，造成剧毒，等量于此物品伤害的10%,每场战斗中敌人首次使用与此物品同级或更低级的物品时，造成灼烧，等量于此物品伤害的10%,敌人使用物品的前两次会触发此物品,己方物品+25%暴击率,相邻物品受冻结和减速影响的时间减半,此物品的伤害翻倍
04b1d6bc-f179-4367-b8be-60765216c968,Chopsticks,筷子,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Weapon / 武器 | Tool / 工具,Damage / 伤害,7.0,7/6/5/4,5,5,0,,0,,0,,0,,2,2,0,,0,,0,,0,,0,0,0,0,[主动] 造成5伤害,null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
04fc1f55-0618-4766-b40e-fa85f8036b5b,Repair Drone,维修无人机,Item / 物品,Small / 小型,Gold / 黄金,Gold/Diamond,Stelle / 斯黛尔,Drone | Tech / 科技,,4.0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,[主动] 修复1/2件物品,null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重释放,己方物品+20%暴击率,此物品免疫冻结、减速和摧毁,造成20伤害
0585aba6-aee3-47f6-bd83-a29c56dc1fb1,Old Barrel,,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Income / 收入 | Shield / 护盾,9.0,9,0,,0,,12,12,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] None
[主动] 获得12护盾",null,,,,,,,,,,,,
0591d8b4-2632-4c41-9f73-48896237256d,Air-Pressure Rifle,气压步枪,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Stelle / 斯黛尔,Weapon / 武器,Damage / 伤害 | FlyingRef / 飞行引用 | Ammo / 弹药,7.0,7,50,50,0,,0,,1,1,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成50伤害
[主动] 弹药: 1
[被动] 当己方物品开始飞行时，此物品获得25/50/100/200伤害
[被动] 当己方物品停止飞行时，装填此物品",null,此物品的价值翻倍,减速2件物品4秒,冻结2件物品1秒,加速2件物品4秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
05a32402-598c-4bb5-a280-1a84f0ab84fa,Vengeful Sigil,复仇符印,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Karnok,,Rage | RageReference,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,"[被动] 敌人使用物品时，获得怒火
[被动] 暴怒期间，己方武器拥有吸血",null,此物品的价值翻倍,当你进入暴怒状态时，减速2件物品4秒,当你进入暴怒状态时，冻结2件物品2秒,当你进入暴怒状态时，加速2件物品4秒,当你进入暴怒状态时，获得护盾，等量于你最大生命值的10%,当你进入暴怒状态时，获得治疗，等量于你最大生命值的10%,当你进入暴怒状态时，造成剧毒，等量于你最大生命值的2%,当你进入暴怒状态时，造成灼烧，等量于你最大生命值的2%,此物品的怒火获取值翻倍,己方物品+25%暴击率,相邻物品受冻结和减速影响的时间减半,当你进入暴怒状态时，造成伤害，等量于你最大生命值的10%
05a83727-cfd8-4f9b-a109-e720714de70b,Machete,砍刀,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Karnok,Weapon / 武器 | Tool / 工具,Damage / 伤害 | Rage,4.0,4/3/2,10,10/20/30,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成10/20/30伤害
[主动] 如果此物品是你唯一拥有冷却时间的物品，获得50怒火",null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
0660ace1-2d6a-4f7b-bfc2-05e8582d27b9,Outlands Terror,荒原恐兽,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Karnok,Weapon / 武器 | Friend / 伙伴,Damage / 伤害 | Rage | RageReference,8.0,8,300,300/600,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成300/600伤害
[被动] 暴怒期间，此物品拥有吸血且冷却时间缩短3000/5000秒
[被动] 你获得的怒火翻倍",null,此物品的价值翻倍,减速3件物品1秒,冻结2件物品1秒,加速3件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
069755d6-fa1b-4c09-a7c9-31c3338184f3,Pickled Peppers,腌辣椒,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Food / 食物,Burn / 灼烧,7.0,7,0,,0,,0,,0,,0,,1,1,3,3/6/9,0,,0,,0,,0,0,0,0,"[主动] 造成3/6/9灼烧
[被动] 触发灼烧时，此物品获得3/6/9",null,此物品的价值翻倍,减速2件物品3秒,冻结2件物品1秒,加速2件物品3秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品灼烧的5倍
06f33f60-da69-487d-9576-92d3b8da6fc9,Egg Timer,煮蛋器,Item / 物品,Small / 小型,Gold / 黄金,Gold/Diamond,Jules / 朱尔斯,Tool / 工具,Charge / 充能,12.0,12,0,,0,,0,,0,,0,,4,4/6,0,,0,,0,,0,,0,0,0,0,[主动] 充能己方所有食物1秒,null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得50护盾,治疗50生命值,造成5剧毒,造成5灼烧,此物品+2多重释放,己方物品+10%暴击率,此物品免疫冻结、减速和摧毁,造成50伤害
071cf90c-57a4-40f2-8d79-4c87f0d100d4,Test Subject Alpha,实验体阿尔法,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Mak / 马克,Weapon / 武器 | Friend / 伙伴,Damage / 伤害 | Poison / 剧毒,6.0,6/5,50,50,0,,0,,0,,0,,1,1,0,,30,30/50,0,,0,,0,0,0,0,"[主动] 造成50伤害
[被动] 使用相邻物品时，对双方玩家造成30/50剧毒
[被动] 触发剧毒时，此物品+伤害，增幅等于造成的剧毒量",null,此物品的价值翻倍,减速3件物品1秒,冻结2件物品1秒,加速3件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,此物品的剧毒翻倍,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
07df297d-e116-42a4-9596-4af674764d1b,Globe,地球仪,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Tool / 工具,Health / 生命值,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,"[被动] 每天开始时，永久获得100/200/300最大生命值
[被动] 出售此物品时，访问一个同等级别的遭遇事件",null,每天开始时，一件物品永久获得1价值,每天开始时，一件物品永久获得200减速持续时间,每天开始时，一件物品永久获得100冻结持续时间,每天开始时，一件物品永久获得200加速持续时间,每天开始时，一件物品永久获得20,每天开始时，一件物品永久获得20,每天开始时，一件物品永久获得2,每天开始时，一件物品永久获得2,此物品的最大生命值获取值翻倍,每天开始时，一件物品永久获得20%暴击率,相邻物品受冻结和减速影响的时间减半,每天开始时，一件物品永久获得20
080c161b-92b3-4df8-9b97-daf5d10bf85b,Santoku,三德刀,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Weapon / 武器 | Tool / 工具,Damage / 伤害 | Crit / 暴击,5.0,5,5,5/10/15/20,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成5/10/15/20伤害
[主动] 此物品+5/10/15/20%暴击率
[被动] 此物品左侧相邻的物品+暴击率，增幅等于此物品的暴击率",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
