ID,英文名,中文名,描述(英),描述(中),尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),图标,卡包ID,生成资格,多重施放
0526054f-98da-4e95-be68-d25b26bb0fe3,Trained,受训,"When you Slow, a Weapon gains 5/10/15/20",触发减速时，一件武器获得5/10/15/20,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用 | SlowRef / 减速引用,Icon_Skill_MON_Trained.png,,,0
05ea3ce6-0626-45c5-af36-a7711200d431,Initial Chill,寒霜初降,"The first time you use a Large item each fight, Freeze an item for 3/4/5 second(s)",每场战斗中首次使用大型物品时，冻结一件物品3/4/5秒,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Jules / 朱尔斯 | Vanessa / 凡妮莎 | Mak / 马克 | Pygmalien / 皮格马利翁 | Stelle / 斯黛拉 | Karnok,,Freeze / 冻结,Icon_Skill_InitialChill.png,,,0
05ec8652-3c5f-4cba-acd1-c3eee8e49d44,Healthy Heart,健康心脏,"The first time you fall below half Health each fight, Heal equal to 30% of your Max Health and Cleanse half your Burn and Poison [0]",每场战斗中首次生命值降至一半以下时，获得治疗，等量于你最大生命值的30%，并净化己方一半的灼烧和剧毒 [0],Medium / 中型,Diamond / 钻石,Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Karnok,,Health / 生命值 | Heal / 治疗,Icon_Skill_Hearty.png,,,0
063df89c-4fe9-4e89-a0c4-a0af4dedc9bb,Rapid Relief,急速缓解,"While your enemy has more Health than you, your Heal and Regen items' Cooldowns are reduced by 5/10/15%",当敌人生命值高于你时，己方治疗和生命再生物品的冷却时间缩短5/10/15%,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,,HealRef / 治疗引用 | RegenRef / 再生引用 | Cooldown / 冷却,Icon_Skill_RapidRelief.png,,,0
07fbd5ab-c52a-42d8-801d-8992c44714de,Standardized Toxins,,Your Medium Poison items have +2/4/6/8,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_StandadizedPoison.png,,,0
086bf7be-2d9c-4448-a855-08576e284b52,Happy Camper,快乐露营者,"The first time you fall below half Health each fight, Haste your Burn and Regen items for 1/2/3 second(s)",每场战斗中首次生命值降至一半以下时，加速己方灼烧和生命再生物品1/2/3秒,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,,Haste / 加速 | BurnRef / 灼烧引用 | RegenRef / 再生引用,Icon_Skills_MON_HappyCamper,,,0
08adc2fd-986c-4e8f-914e-fda9703ace3d,Assault Focus,突击专注,"When any non-Weapon item is used, Slow it for 1/2/3 second(s)",当任意非武器物品被使用时，减速此物品1/2/3秒,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,,Slow / 减速,Icon_Skill_MON_AssaultFocus.png,,,0
08b801ea-e721-42a9-82e3-56ff3892c49c,Deadly Waters,致命水域,Your Aquatic items have +10/20/30/40,己方水系物品+10/20/30/40,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎,Aquatic / 水生,DamageRef / 伤害引用,Icon_Skill_VAN_DeadlyWaters,,,0
08db2099-a4a9-4d95-afad-e86d4abbf829,Exposing Toxins,弱点毒素,"When you Poison, your items gain 1/2/3% Crit Chance",触发剧毒时，己方物品+1/2/3%暴击率,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克 | Karnok,,PoisonRef / 剧毒引用 | Crit / 暴击,Icon_Skill_ExposingToxins.png,,,0
09c4c894-0397-47e5-9635-7b1f4c49527a,Power Broker,权力掮客,Your items have +Damage equal 1/2/3 times to your income [1/2/3],己方物品+伤害，等量于你的收入的1/2/3倍 [1/2/3],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用 | EconomyRef / 经济引用,Icon_Skill_MON_MoneyIsPower_02.png,,,0
09c59ebf-d2f9-4862-9c30-396b9ddfdd89,Fiery Rebirth,炽焰重生,"The first time you would be defeated each fight, Heal to full",每场战斗中你首次将被击败时，将生命值治疗至满,Medium / 中型,Legendary / 传奇,Diamond/Legendary,Common / 通用,,Heal / 治疗,Icon_Skill_MON_FieryRebirth_01.png,,,0
09f668a1-82f6-42d5-94fa-88af3568edd8,Hypnotic Drain,催眠吸取,"When you use a Weapon with Lifesteal, Freeze a Smaller item for 2 second(s)",当你使用带吸血的武器时，冻结一件较小的物品2秒,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,Weapon / 武器,Freeze / 冻结 | DamageRef / 伤害引用,Icon_Skill_FinesseWeapon.png,,,0
0beccea0-bb9b-444b-b063-bf6aeadaddc8,Inspired Rage,灵感怒火,"When you use a Small item, gain 3 Rage | When you use a Medium item, gain 6 Rage | When you use a Large item, gain 9 Rage",当你使用小型物品时，获得3怒火 | 当你使用中型物品时，获得6怒火 | 当你使用大型物品时，获得9怒火,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,Rage,Icon_Skill_KAR_KarnoksRage,,,0
0cb66928-870b-4c6b-9325-2c53f774eab9,Final Flame,终焰,Your rightmost Burn item has +2/4/6/8,己方最右侧的灼烧物品+2/4/6/8,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Pygmalien / 皮格马利翁 | Karnok,,BurnRef / 灼烧引用,Icon_Skill_FinalFlame.png,,,0
0d4f9fa5-521c-4e05-8b2b-dc8b185b18eb,Inspired by Jules: Stove,朱尔斯点拨：炉灶,One of your slots becomes a Stove (The item here is Heated),一个己方栏位变为炉灶（此栏位中的物品获得高温效果）,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,,Icon_Skill_JUL_Stove,,,0
0d8cd0dc-67ab-4c3c-b11c-88e78559a900,Free Ride,免费乘车,Your rightmost item is a Vehicle | Your Vehicles' Cooldowns are reduced by 5/10/15%,你最右侧的物品视为载具 | 己方载具的冷却时间缩短5/10/15%,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Vehicle / 载具,Cooldown / 冷却,Icon_Skill_MON_FreeRide,,,0
0d915f3f-3025-4e7b-abf5-e3f9119c9ecc,Blind Fury,盲目狂怒,"While you are Enraged, your Large items have their cooldowns reduced by 1 second",暴怒期间，己方大型物品的冷却时间缩短1秒,Medium / 中型,Diamond / 钻石,Diamond,Karnok,,RageReference | Cooldown / 冷却,Icon_Skill_KAR_BlindFury,,,0
0dd4d40e-ac14-4a57-8c7f-9d47a5bdd38a,Desperate Strike,绝望打击,"While you have less Health than your enemy, your items have +20/40/60% Crit Chance",当你生命值低于敌人时，己方物品+20/40/60%暴击率,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,Crit / 暴击,Icon_Skill_DesperateStrike.png,,,0
0e3f3e4c-22a8-456c-9f34-5d9aa3700727,Archeologist,考古学家,The Cooldown of your Relics and Tools is reduced by 5/10%,己方遗物和工具的冷却时间缩短5/10%,Medium / 中型,Gold / 黄金,Gold/Diamond,Mak / 马克,Tool / 工具 | Relic / 神器,Cooldown / 冷却,Icon_Skill_MAK_Archeologist,,,0
0e790e41-203a-4b07-8a06-352a2070588d,War Chef,战地厨师,Your items have +10/15/20 for each Food you have [10/15/20],己方每拥有一件食物，己方物品就+10/15/20 [10/15/20],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Food / 食物 | Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_JUL_ChefOfWar,,,0
0eb35f18-3c03-4ea6-9af4-b7345bce1e3c,Beautiful Friendship,美好友谊,Your items have +5/10/15 for each Friend item you have [5/10/15],己方每拥有一件伙伴物品，己方物品就+5/10/15 [5/10/15],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎 | Karnok,Friend / 伙伴,DamageRef / 伤害引用,Icon_Skill_DOO_BeautifulFriendship.png,,,0
0f1c6082-c742-4d6a-bf11-12ded9a8bb29,Cult Member,教团成员,You have joined the Cult | Your Legendary items have their cooldowns reduced by 1 second,你已加入教团 | 己方传说级物品冷却时间缩短1秒,Medium / 中型,Legendary / 传奇,Diamond,Common / 通用,,,Icon_Skill_Cultemember,,,0
1034cd09-ce16-44ad-9a73-ba86a592c9d2,Keen Edge,,,,Medium / 中型,Diamond / 钻石,Diamond,Vanessa / 凡妮莎,,,Icon_Skill_VAN_KeenEdge,,,0
113091ab-c543-4745-9dc4-18ab1cdfb3b8,Arbitrage,套利,Your rerolls cost 1/2/3 less Gold,你的重掷花费减少1/2/3金币,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Mak / 马克 | Stelle / 斯黛拉 | Karnok,,EconomyRef / 经济引用,Icon_Skill_CaptainsDue.png,,,0
115c2677-6880-4400-af80-f5afa3d502fe,Defense Grid,防御网格,"The first time you use an item each fight, Shield equal to 10/15/20/25% of your Max Health [0]",每场战斗中首次使用物品时，获得护盾，等量于你最大生命值的10/15/20/25%[0],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Stelle / 斯黛拉 | Jules / 朱尔斯,,HealthRef / 生命值引用 | Shield / 护盾,Icon_Skill_DefenseGrid.png,,,0
11a262fe-e1e7-4656-a07c-f6a3a1249352,Second Degree Burns,,Your Medium items have +2/4/6/8,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,BurnRef / 灼烧引用,Icon_Skill_SecondDegreeBurns.png,,,0
12291452-e5c6-4d98-98c6-69f766536dbd,Critical Aid,暴击支援,Your Heal items have +5/10/15/20% Crit Chance,己方治疗物品+5/10/15/20%暴击率,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Karnok,,HealRef / 治疗引用 | Crit / 暴击,Icon_Skill_CriticalAid.png,,,0
1252064a-3bf4-478e-9326-946677ecc8b3,Frozen Secrets,冻结秘密,"The first 3/6 times you use a Relic each fight, Freeze an item for 1 second",每场战斗中前3/6次使用遗物时，冻结一件物品1秒,Medium / 中型,Gold / 黄金,Gold/Diamond,Mak / 马克,Relic / 神器,Freeze / 冻结,Icon_Skill_MAK_FrozenSecrets,,,0
12e6e9ac-040b-4b58-96dd-08a56722fb45,Honed In,磨砺精进,"When you use a Weapon, give your Leftmost Weapon 5/10",当你使用武器时，使己方最左侧的武器获得5/10,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用,Icon_Skills_MON_Anaconda.png,,,0
13282f20-bc0e-400f-9c2f-13faf6abe13a,Burning Temper,火爆之怒,"While you are Enraged, your items have +3/6/9/12",暴怒期间，己方物品+3/6/9/12,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Karnok,,BurnRef / 灼烧引用 | RageReference,Icon_Skill_KAR_BurningTemper,,,0
13989ad3-2122-4d86-a323-bb90fda8360b,Bloodhound,寻血猎犬,"The first time an enemy falls below half Health each fight, Charge your items 1/2/3 second(s)",每场战斗中首次有敌人生命值降至一半以下时，充能己方物品1/2/3秒,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Karnok,,Charge / 充能,Icon_Skill_Bloodhound.png,,,0
13bcf77b-0ad0-4dd3-85ed-927799691a72,Tempering,回火再铸,"When you use a Weapon, it gains 3/6/9",当你使用武器时，使其获得3/6/9,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Dooley / 杜利 | Mak / 马克 | Karnok,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_Tempering.png,,,0
13d1b66a-1d45-4e8e-9921-8312253fc48e,Barnacle Crusted,藤壶覆盖,The Cooldown of your Aquatic items is reduced by 5/10%,己方水系物品的冷却时间缩短5/10%,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎,Aquatic / 水生,Cooldown / 冷却,Icon_Skill_VAN_BarnacleCrusted,,,0
13d8c01f-b2a7-4a21-9892-de5b645556bc,Nanobot Construction,纳米机器人建造,Your Large items' Cooldowns are reduced by 2/3% for each Small item you have [2/3%],己方每有一件小型物品，己方大型物品的冷却时间缩短2/3%[2/3%],Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Cooldown / 冷却,Icon_Skill_MON_Dooltron,,,0
13f4df45-8f29-4a48-8a2b-b8176e17c85d,Retaliatory Toxins,反击毒素,"The first 5/10 times an enemy uses an item each fight, Poison 5",每场战斗中，敌人首次使用物品的5/10次内，造成5剧毒,Medium / 中型,Gold / 黄金,Gold/Diamond,Mak / 马克,,Poison / 剧毒,Icon_Skill_RetalitoryToxins.png,,,0
1448f669-4c0f-4f86-a23c-00fb647b1153,Slowed Targets,减速目标,"When you Slow, your items gain 1/2/3% Crit Chance",触发减速时，己方物品+1/2/3%暴击率,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Karnok,,SlowRef / 减速引用 | Crit / 暴击,Icon_Skill_SlowedTargets.png,,,0
158c1575-71c6-406c-82c9-f4435d9b37ca,Emergency Shield,应急护盾,"The first time you fall below half Health each fight, use your highest Shield item",每场战斗中首次生命值降至一半以下时，使用己方护盾值最高的物品,Medium / 中型,Diamond / 钻石,Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Stelle / 斯黛拉 | Jules / 朱尔斯 | Karnok,,Shield / 护盾,Icon_Skill_ThickShield.png,,,0
178d4272-35c7-4d10-9deb-58d074d2cbea,Jack of All Trades,全能手,"The first 5/10 times you use an item each fight, Charge an item from another hero 1 second(s)",每场战斗中前5/10次使用物品时，充能一件其他英雄的物品1秒,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Charge / 充能,Icon_Skill_MON_JackofAllTrades,,,0
1798b189-818a-456d-b7c5-efddf8da15c2,Repair Mechanic,修复技师,"The first 1/2 times one of your items is destroyed each fight, repair it",每场战斗中首次1/2次己方物品被摧毁时，将其修复,Medium / 中型,Gold / 黄金,Gold/Diamond,Stelle / 斯黛拉 | Dooley / 杜利 | Pygmalien / 皮格马利翁 | Jules / 朱尔斯 | Mak / 马克 | Vanessa / 凡妮莎 | Karnok,,,Icon_Skill_STE_MasterMechanic,,,0
17b06564-f267-4fea-9549-f953fa872673,Steady Defender,,Your Slowest Shield item has +6/18/36/60,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,,ShieldRef / 护盾引用,Icon_Skill_SteadyDefender.png,,,0
18c6637b-14c7-4311-b853-e3fd74c613eb,Right-Handed,右撇子,Your rightmost Weapon has +10/20/40/80,己方最右侧的武器+10/20/40/80,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Dooley / 杜利 | Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁 | Karnok,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_RightHanded.png,,,0
18cd63c6-6235-45f5-b4e9-74f19fcf9edc,Tool Fight,工具斗法,"The first time your enemy uses an item each fight,  of your Tools starts Flying",每场战斗中，敌人首次使用物品时，己方件工具开始飞行,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛拉,Tool / 工具,Flying / 飞行,Icon_Skill_STE_ToolFight,,,0
19b74e9a-6723-4e94-a955-2c39ca48dbd0,Flamedancer,烈焰舞者,Your Burn items have +10/15/20/25% Crit Chance,己方灼烧物品+10/15/20/25%暴击率。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,BurnRef / 灼烧引用 | Crit / 暴击,Icon_Skill_MON_FlameWall_01,,,0
19c967e5-f4c0-4c11-bb96-aa039369600a,Large Appetites,胃口大开,"If you have 5 or fewer items, you have +500/1000/2000 Max Health",如果己方物品数量不超过5件，+500/1000/2000最大生命值,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Karnok,,Health / 生命值,Icon_Skill_LargeAppetites.png,,,0
1aa32e3b-fb93-4d4e-9630-f6168cd77cdc,Final Dose,最后一剂,Your rightmost Poison item has +2/4/6/8,你最右侧的剧毒物品+2/4/6/8,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克 | Karnok,,PoisonRef / 剧毒引用,Icon_Skill_FinalDose.png,,,0
1ab0b3dc-5c68-4bb8-8614-c7adf1d9b192,Balanced Specialist,,Your items have +5/10/15% Crit Chance if you have 2 or more Medium items,[未翻译],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,Crit / 暴击,Icon_Skill_BalanceSpecialist.png,,,0
1ac7830c-8506-4e7f-a1b6-8ba302f6a8fe,Karnok's Rage,卡诺克之怒,"When you use a Small item, gain 4 Rage | When you use a Medium item, gain 8 Rage | When you use a Large item, gain 12 Rage",当你使用小型物品时，获得4怒火 | 当你使用中型物品时，获得8怒火 | 当你使用大型物品时，获得12怒火,Medium / 中型,Diamond / 钻石,Diamond,Karnok,,Rage,Icon_Skill_KAR_KarnoksRage,,,0
1c40716a-d125-4deb-8ada-8b177c5ff071,Brawler,斗士,You have +50/100/150 Max Health for each Weapon you have [50/100/150],己方每拥有一件武器，你+50/100/150最大生命值[50/100/150],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Karnok,Weapon / 武器,Health / 生命值,Icon_Skill_Brawler.png,,,0
1c47afbe-2e26-4b63-b50c-1bff7d48b88b,Creeping Chill,暗袭寒流,"The first time you Slow each fight, Freeze an item for 2/3/4 second(s)",每场战斗中首次触发减速时，冻结一件物品2/3/4秒,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎 | Mak / 马克 | Jules / 朱尔斯 | Karnok | Stelle / 斯黛拉,,SlowRef / 减速引用 | Freeze / 冻结,Icon_Skill_CreepingChill.png,,,0
1c4c5aaa-6aa2-4329-a55a-ac75e987ee95,Arms Race,军备竞赛,Your items have +2/4/6/8% Crit Chance for each Weapon you have [2/4/6/8],每拥有一件武器，己方物品+2/4/6/8%暴击率 [2/4/6/8]。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,Crit / 暴击,Icon_Skill_MON_Lurk_02.png,,,0
1d0b3080-14a8-41c5-9449-9b48f46d4726,Makeshift Plate,简易板甲,Your items have +10/20/30 Shield for each Tool item you have [10/20/30],你每拥有一件工具物品，己方物品就+10/20/30护盾 [10/20/30],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯 | Karnok | Stelle / 斯黛拉 | Dooley / 杜利,Tool / 工具,ShieldRef / 护盾引用,Icon_Skill_MakeshiftPlate.png,,,0
1d9eb8d1-ef94-4847-b472-28290159e894,Warm Hugs,温暖拥抱,"The first 4/8/12 times you use a Friend each fight, Burn 5",每场战斗中首4/8/12次使用伙伴时，造成5灼烧,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎,Friend / 伙伴,Burn / 灼烧,Icon_Skill_DOO_WarmHugs.png,,,0
1df8d85a-9095-4ab9-952a-c668a4d5d51c,Electrified Hull,带电外壳,"The first 4/8 times you Shield each fight, Charge an item 1 second(s)",每场战斗中前4/8次获得护盾时，充能一件物品1秒,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利 | Stelle / 斯黛拉 | Karnok,,ShieldRef / 护盾引用 | Charge / 充能,Icon_Skill_DOO_NumberOneStunner.png,,,0
1e63e9bd-603a-4965-a6e8-4e180377c0ff,Temporal Strike,时空打击,"The first 4/8 times you Slow each fight, Charge a Weapon 1 second(s)",每场战斗中前4/8次触发减速时，充能一件武器1秒,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Jules / 朱尔斯 | Dooley / 杜利 | Karnok,Weapon / 武器,SlowRef / 减速引用 | Charge / 充能,Icon_Skill_TemporalStrike.png,,,0
1e65b121-c928-4147-8a76-34a495e7bbb2,Target Acquisition,目标锁定,Your Flying items have +5/10/15/20% Crit Chance,己方飞行物品+5/10/15/20%暴击率,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Stelle / 斯黛拉,,Crit / 暴击,Icon_Skill_MultiTargetLock.png,,,0
1e75f81b-f982-4642-b33d-497336784f9e,Stunning Strike,震慑打击,"The first time you Crit each fight, Freeze an item for 3/4/5 second(s)",每场战斗中首次暴击时，冻结一件物品3/4/5秒,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Jules / 朱尔斯 | Vanessa / 凡妮莎 | Mak / 马克 | Stelle / 斯黛拉 | Karnok,,CritRef / 暴击引用 | Freeze / 冻结,Icon_Skill_StunningHit.png,,,0
1e8293e9-c60f-464a-9d44-21e766978edc,Improvised Burn,临时灼烧,"When you Crit, your items gain 2/4",当你暴击时，己方物品获得2/4,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Dooley / 杜利 | Karnok,,BurnRef / 灼烧引用 | CritRef / 暴击引用,Icon_Skill_ImprovisedBurn.png,,,0
1eebbbc3-595a-485c-be96-0755c9c7c2a5,Toxic Spores,,Your Small Poison items have +1/2/3/4,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_ToxicSpores.png,,,0
1fb47cc1-c38f-4240-8f7f-04a78222f5e7,Toxicity,毒势,"When you Poison, your items gain 2/4/6",触发剧毒时，己方物品获得2/4/6,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Dooley / 杜利 | Karnok,,DamageRef / 伤害引用 | PoisonRef / 剧毒引用,Icon_Skill_Toxic.png,,,0
